ID,EN,RUS,TH,TH 2186/2772 (78.86%)
3797,"Huh, really? Maybe there's some more nonsense around.","Правда? Может, это ещё не вся бессмыслица.",หือ จริงหรอ? บางทีแถวนี้อาจมีอะไรไร้สาระกว่านี้อีกนะ,
3798,There's nothing here. Nothing at all.,Здесь ничего нет. Совсем.,ตรงนี้ไม่มีอะไรเลย ไม่เหลือสักอย่าง,
3714,"Oh, this piece is loose! I'll take it for me.","Оу, этот кусок шатается! Возьму его себе.",โอ้ ชิ้นนี้มันดูหลวมจัง! หนูลองเอาออกมาดีกว่า,
3715,I put it back.,Я верну его на место.,หนูใส่คืนที่เดิมดีกว่า,
4245,Maybe it works somewhere else.,"Возможно, он пригодится в другом месте.",บางทีน่าจะเอาไปใช้ที่อื่นได้,
3882,Oh! Check out this stone!,О! Посмотри на этот камень!,โอ้! ดูหินก้อนนี้สิ!,
3883,"It's different from regular stones, I'm telling you.","Он отличается от обычных камней, уверяю тебя.",หนูบอกได้เลยว่ามันต่างไปจากหินธรรมดาทั่วไป,
3884,I think you're right.,"Думаю, ты права.",คิดว่าหนูน่าจะพูดถูก,
3717,Runes,,รูน,
3716,Socket,,ช่องใส่,
3720,MORGO,,มอร์โก,
3554,It looks like there's somebody else behind this...,"Кажется, здесь есть кто-то ещё...",ดูเหมือนจะมีใครอยู่ข้างหลังเจ้านี่...,
3731,Hello?,Эй?,หวัดดีค่า?,
422,"Ouch, that was a pretty big fall.","Ай, это было серьёзное падение.",โอ้ย นี่ตกลงมาลึกชะมัด,
898,I thought nothing bad was gonna happen.,"Я думала, ничего плохого не произойдёт",ฉันคิดว่าคงไม่มีอะไรแย่ๆ เกิดขึ้นหรอก,
899,Like... someone said...,Кажется... кто-то говорил это...,เหมือน... ที่เค้าบอกไว้...,
900,Hello? Mr. Voice? Are you there?,Эй? Мистер Голос? Ты здесь?,ฮัลโหล? คุณวอยซ์? อยู่มั้ยคะ?,
901,Guess not.,"Похоже, что нет.",ไม่น่าจะอยู่,
3981,"Oh well, time to find my Eternal Happiness...","Ну что ж, время найти моё Вечное Счастье...",เอาล่ะ ได้เวลาตามหาความสุขนิรันดร์แล้ว,
2565,"Sweet, I found a needle in a haystack!","Отлично, я нашла иголку в стоге сена!",เยี่ยมเลย หนูงมเข็มในกองฟางเจอด้วย!,
3008,"Oh damn, I dropped it! Ah...","Проклятье, я её уронила! Ох...",บ้าเอ๊ย ทำหล่นไปซะแล้ว! เห้อ...,
2602,Fox repellant?,Средство для отпугивания лисиц?,น้ำยาไล่จิ้งจอก?,
2601,What a cute bottle!,Какой милый флакончик!,ขวดสวยจัง!,
2603,"I can't deny the bottles sweet style, I'll take it.","Не могу отрицать, что флакончик красивый. Возьму его.",ขวดดูดีมีสไตล์แบบนี้ใครจะอดใจไหว ขอละกัน,
3982,Is this a perfume?,Это духи?,นี่ใช่น้ำหอมไหมนะ?,
423,"Oh, there you are!","Ага, вот ты где!",โอ้ อยู่นี่เอง!,
906,"I know you took it, don't use those big blue eyes on me.","Я знаю, это ты забрал его. Не смотри на меня своими большими голубыми глазами.",ฉันรู้ว่าเธอเป็นคนเอาไป ไม่ต้องมาทำตาใส่ซื่อใส่ฉันเลย,
907,What are you doing?,Что ты делаешь?,ทำอะไรอยู่หรอ?,
908,Benjamin...?,Бенджамин...?,เบนจามิน...?,
909,"I'm so sorry for this, Benjamin!","Прости меня за это, Бенджамин!",ขอโทษด้วยนะ เบนจามิน!,
911,"Ay, my eyes!","Ай, мои глаза!",โอ๊ย ตาหนู!,
3009,Benjamin!,Бенджамин!,เบนจามิน!,
3983,I came to take my prize back...,"Я пришла, чтобы вернуть свой приз...",ฉันมาเอารางวัลของฉันคืน...,
3984,"Stop it, you're scaring me!","Прекрати, ты пугаешь меня!",หยุดนะ เธอทำให้ฉันกลัว!,
3732,*gasp*,*охает*,*หมับ*,
3733,*gasp*\x0D,*охает*\x0A,*หมับ*\x0D,
424,FOX,,จิ้งจอก,
912,Yes,Да,ใช่,
913,No,Нет,ไม่,
1619,MORGO,,มอร์โก,
2605,Use the Fox Repellant on Benjamin?,Использовать средство для отпугивания на Бенджамине?,ใช้น้ำยาไล่จิ้งจอกใส่เบนจามินไหม?,
3568,Chew through the roots,Перегрызть корни,แทรกผ่านรากไม้,
3569,Burn the roots with candlefire,Сжечь корни свечкой,เผารากด้วยไฟจากเทียน,
2604,Bottle,,ขวด,
3566,Wall of roots,,กำแพงรากไม้,
2566,Needle,,เข็ม,
3718,Button,,ปุ่ม,
426,Foxy,,จิ้งจอกฟ็อกซี่,
1791,That man just dropped his wallet!,Этот мужчина только что обронил свой кошелёк!,ชายคนนั้นเพิ่งทำกระเป๋าสตางค์ตก!,
1793,"Alright, I'm doing it.","Хорошо, открываю.",ก็ได้ จะเปิดละนะ,
1794,Open it!,Открывай!,เปิดเลย!,
1795,There's just a picture inside...,Здесь только фотография...,ข้างในมีแค่รูปใบเดียวเอง...,
1796,Really? Can I see?,Правда? Можно взглянуть?,จริงหรอ? ขอดูหน่อยได้มั้ย?,
1797,Mmmhmm.,Ага.,อือฮึ,
1798,It must be his kid. What do you think?,Должно быть это его ребёнок. Как думаешь?,น่าจะเป็นลูกเขานะ คุณคิดว่าไง?,
1799,"Sure, why not.","Да, почему нет.",แน่นอน ทำไมจะไม่ใช่ล่ะ,
1800,"Wait, sir!","Погодите, сэр!",คุณคะ เดี๋ยวก่อนค่ะ!,
1802,A lottery ticket?! Cool! Thank you.,Лотерейный билет?! Круто! Спасибо.,ล็อตเตอรี่หรอ?! เยี่ยมเลย! ขอบคุณค่ะ,
1804,"Well, have a look. Is it a winner?!","Ну, взгляни. Он выигрышный?!",โอ้ ไหนดูซิ ถูกรางวัลมั้ยนะ?!,
1806,Aww... No win.,Ай... Выигрыша нет.,แหงะ... ถูกกิน,
1807,Maybe next time...,"Может, повезёт в следующий раз...",ไว้คราวหน้าละกัน...,
3010,I'm gonna take it... It's for me.,Я заберу его... Он для меня.,หนูเก็บเอง... อันนี้ของหนูนะ,
3011,I knew it. I'm such a clever little lady.\x0D,Я знала. Я такая умная маленькая леди.\x0A,กะแล้ว หนูเป็นสาวน้อยที่ฉลาดจริงๆ\x0D,
3985,What do you want to do?,Что ты хочешь сделать?,แล้วหนูจะทำยังไงดีล่ะ?,
3986,You dropped your wallet!,Вы уронили свой кошелёк!,คุณทำกระเป๋าสตางค์หล่นค่ะ!,
4326,Is this for me?,Это мне?,อันนี้ให้หนูหรอ?,
3486,Let's see what's new.,"Посмотрим, что нового.",ไหนดูหน่อยมีข่าวอะไรใหม่ๆ บ้าง,
3679,"Look, the zoo! You know? With the animals?","Смотри, зоопарк! Ну, знаешь? С животными?",ดูสิ สวนสัตว์! รู้จักมั้ย? ที่มีสัตว์เยอะๆ รึเปล่า?,
3572,We could go and see if he knows where the fox lives.,"Мы могли бы пойти, вдруг он знает, где живёт лис.",เราลองไปถามดู เผื่อเขาจะรู้ว่าจิ้งจอกนั่นอาศัยอยู่ที่ไหนได้นะ,
3573,But how do we get to the zoo? It's like really far away.,Но как мы доберёмся до зоопарка? Это очень далеко.,แต่เราจะไปสวนสัตว์ยังไง? มันอยู่ไกลมากเลย,
3574,"Why, we take the bus of course!","Отчего же, мы воспользуемся автобусом!",ไม่เห็นยาก เราก็ขึ้นรถเมล์ไปได้นี่!,
3575,"Ah, ok.","А-а, хорошо.",เอ่อ โอเค,
3680,I found out the fox has a cousin in the zoo.,"И узнал, что у лиса  в зоопарке живет кузен.",เจอว่ามีญาติของจิ้งจอกนั่นอยู่ในสวนสัตว์ด้วย,
3681,"Oh, really?","Оу, правда?",โอ้ จริงหรอ?,
3987,I actually made a quick Google search.,Я тут погуглил.,ฉันเพิ่งไปค้นในกูเกิลมาคร่าวๆ,
3988,There should be a bus stop nearby.,Здесь должна быть рядом автобусная остановка.,น่าจะมีป้านรถเมล์อยู่ใกล้ๆ แถวนี้นะ,
1813,"Huh, how did I get to the town center?","Ха, как я оказалась в центре?",เห ว่าแต่หนูมาอยู่ที่ใจกลางเมืองได้ยังไงคะ?,
1814,I carried you here.,Я перенёс тебя сюда.,ฉันแบกเธอมาที่นี่เอง,
1815,But how? You're just a voice in my head.,Но как? Ты просто голос в моей голове.,ทำได้ไงกัน? คุณเป็นแค่เสียงในหัวหนูเองนี่นา,
1816,Just a voice?!,Просто голос?!,แค่เสียงงั้นเรอะ?!,
1817,Prove it!,Докажи!,ไหนพิสูจน์หน่อย!,
1818,I don't need to prove anything to you! \x0D,Мне не нужно ничего тебе доказывать!\x0A,ฉันไม่จำเป็นต้องพิสูจน์อะไรเธอทั้งนั้น ! \x0D,
1819,Whatever you say... Mr. Voice.,Как скажешь... Мистер Голос.,เอาที่สบายใจเลยค่ะ... คุณวอยซ์,
1820,"Fine, you really want to see what I can do?","Ладно, ты действительно хочешь увидеть, на что я способен?",ก็ได้ อยากเห็นว่าฉันทำอะไรได้บ้างจริงๆ ใช่ไหม?,
1821,"Oh, wait, my shoelace.","Эй, подожди, мой шнурок.",เดี๋ยวนะคะ เชือกรองเท้าหลุด,
1823,There! Did you see?,Вот! Видела?,นั่นไง! เห็นมั้ยล่ะ?,
1824,What?,Что?,ห๊ะ?,
1825,"Hmph, let's just keep going then.","Хм, давай просто пойдём дальше.",เห้อออ งั้นไปกันต่อดีกว่า,
3989,"No, I can do more than that, you know.","Нет, я способен на гораздо большее, чтобы ты знала.",ไม่เลย รู้มั้ยว่าฉันทำอะไรได้มากกว่านั้นเยอะ,
3990,"I'm not ""just a voice"" in your head.","Я не ""просто голос"" в твоей голове.",ฉันไม่ใช่ “แค่เสียง” ในหัวเธอหรอกนะ,
3991,"I’m sorry, I had a shoelace problem.","Прости, у меня проблема со шнурком.",ขอโทษค่ะ พอดีตะกี้เชือกรองเท้ามันหลุด,
4398,Misfortune?,Неудача?,ยัยตัวซวย?,
4399,Did you see?,Ты видела?,เธอเห็นใช่มั้ย?,
443,"Misfortune! You're alive and well, that's great!","Неудача! Ты жива и здорова, это замечательно!",ยัยตัวซวย! เธอรอดมาได้ไม่เป็นอะไร ดีจังเลย!,
445,"Yeah, where am I?","Да-а, где я?",อ่าค่ะ หนูอยู่ที่ไหนหรอ?,
914,What have I gotten myself into?\x0D,Во что я ввязался?\x0A,นี่ฉันต้องมาเจอเรื่องบ้าอะไรวะเนี่ย?\x0D,
915,Maybe it was a mistake choosing her for this...,"Возможно, было ошибкой выбирать её для этого...",ฉันอาจจะคิดผิดที่เลือกเธอ...,
916,Uuugh.,Ух.,โอยยย,
1294,The dangerous fox attacked you!,Опасный лис напал на тебя!,เจ้าจิ้งจอกอันตรายนั่นทำร้ายเธอ!,
1295,Benjamin attacked me…?,Бенджамин напал на меня…?,เบนจามินทำร้ายหนูหรอ...?,
1296,"Yeah, maybe I should listen to you...","Да, возможно, мне стоило тебя послушать...",ค่ะ บางทีหนูน่าจะฟังคุณบ้าง...,
1297,We still need to find the fox and take back the Eternal Happiness.,Нам все ещё нужно найти лиса и вернуть Вечное Счастье.,เรายังต้องตามหาเจ้าจิ้งจอกนั่นและเอาความสุขนิรันดร์กลับมา,
1298,Maybe we could find out where he lives.,"Может, мы можем узнать, где он живёт",บางทีเราอาจหาเจอว่าเขาอาศัยอยู่ที่ไหนได้นะ,
1299,Yes! Give me a minute to figure this out and I'll get back to you.,"Конечно! Дай мне минуту на размышления, я скоро вернусь.",ใช่แล้ว! ขอเวลาสักเดี๋ยว ฉันจะไปหาก่อนแล้วกลับมาบอกเธอนะ,
1301,"Ok, I'll just hang around.","Хорошо, я буду здесь.",ได้ค่ะ หนูว่าจะอยู่แถวนี้รอไปก่อน,
1310,You sprayed fox repellent on yourself and passed out.,Ты разбрызгала средство для отпугивания лисиц на себя и отключилась.,เธอฉีดน้ำยาไล่จิ้งจอกใส่ตัวเองแล้วสลบไป,
1311,There was quite a lot of vomit too.,Ещё было много рвоты.,อาเจียนออกมาเยอะด้วย,
1312,"Eww, yikes forever.","Фу, ужас.",แหยะ... ยี้ตลอดกาล...,
1826,"I mean, I saw her eating glitter... who does that?","Я имею в виду, я видел, как она ела блёстки... кто так делает?",คือแบบ ฉันเห็นเธอกินกากเพชรเข้าไป... ใครจะทำแบบนั้นกัน?,
1830,"See? I told you, that fox is evil!","Видишь? Я говорил, что этот лис злой!",เห็นมั้ย? บอกแล้วว่าจิ้งจอกน่ะชั่วร้าย!,
3992,She's such a mess...,От неё одни неприятности...,ยัยนี่มันไม่ได้เรื่อง...,
3993,It's not natural...,Это не естественно...,นี่มันไม่ปกติแล้ว...,
3995,What happened?,Что произошло?,เกิดอะไรขึ้น?,
3996,That didn't go as I planned.,"Все пошло не так, как я планировала.",ไม่เห็นเป็นไปตามแผนเลย,
3997,So he really is a bad fox!,"Получается, он действительно плохой лис!",งั้นเขาก็เป็นจิ้งจอกนิสัยไม่ดีจริงด้วย!,
2567,I know who owns this store.,"Я знаю, чей это магазин.",หนูรู้จักเจ้าของร้านนี้นะ,
2568,Who is it?,Чей?,ใครกันหรอ?,
2569,Casey's dad.,Папы Кейси.,พ่อของเคซีย์,
2570,Who's Casey?,Кто такой Кейси?,เคซีย์เป็นใครล่ะ?,
2571,A friend from school...,Друг со школы...,เพื่อนที่โรงเรียนน่ะ...,
3998,"Haven't seen him for a while, though...","Правда, я уже давно его не видела...",ไม่เจอเขามานานแล้วเหมือนกัน...,
3013,"It says ""Let’s face it. Sometimes we’re just too tired to smile.""","Здесь написано ""Признайте. Порой мы слишком устали, чтобы улыбаться"".",มันเขียนว่า “ยอมรับเถอะ บางทีเราก็เหนื่อยเกินกว่าจะยิ้มออก”,
3014,Ok.,Хорошо.,ได้หรอ,
3999,"""Use Happy-Face and stop pretending!""","""Воспользуйтесь нашим смайликом и прекратите притворяться!""",“ใช้หน้ากากยิ้มแย้ม จะได้ไม่ต้องเสแสร้งแกล้งยิ้มอีกต่อไป!”,
1832,You know this child?,Ты знаешь этого ребёнка?,เธอรู้จักเด็กคนนี้หรอ?,
1833,"Missing... wait a minute, is that...","Пропавшая без вести... минуту, разве это не...",หายตัวไป... เดี๋ยวก่อนนะ นั่นใช่...,
1834,"Yes, from school!","Да, со школы!",ค่ะ ที่โรงเรียนไง!,
1835,"She's very Italian, you know.","Знаешь, она истинная итальянка.",นิสัยแบบเด็กอิตาลีน่ะ รู้มั้ย,
1836,She probably ran away from home. She will turn up soon...,"Скорее всего, она просто сбежала из дома. Она скоро вернётся...",บางทีเธออาจหนีออกจากบ้าน เดี๋ยวก็คงเจอแหละ...,
1837,"Ah, ok.","А-а, хорошо.",เอ่อ โอเค,
3015,You think so?,Думаешь?,คิดแบบนั้นหรอ?,
3016,Yes.,Да.,ช่าย,
4000,Daniella Bambini?!,Даниэлла Бамбини?!,แดเนียลา บัมบินี่?,
4001,She told our teacher to shove the homework up his butt...,Она сказала нашему учителю засунуть домашнее задание в свой зад...,เธอบอกครูว่าให้เอาการบ้านเสียบตูดครูซะเถอะ...,
1838,One time Mommy took me here and forgot me...,Однажды мама привела меня сюда и забыла...,มีครั้งนึงแม่เคยพาหนูมาที่นี่แล้วลืมหนูไว้...,
1839,I got to play inside all night until a security man found me.,"Мне пришлось играть внутри всю ночь, пока охранник не нашёл меня.",หนูต้องเล่นอยู่ในนี้ทั้งคืนจนมีคุณยามมาเจอหนูเข้า,
1840,He thought I was a raccoon.,"Он подумал, что я енот.",เขาคิดว่าหนูเป็นแรคคูนด้วย,
1841,"Well, that sounds like it was a fun night for you!","Что ж, похоже, ты весело провела ту ночь!",โอ้ ฟังดูเป็นคืนแสนสนุกของหนูเลยนะ!,
1842,Yeah...,Ага...,เอ่อ ค่ะ...,
4002,"Except for me crying a lot, but it was fun!","Не считая того, что я много плакала, было весело!",เว้นแค่ว่าหนูร้องไหนหนักมาก แต่ก็สนุกอยู่นะ!,
3017,"Oh, those people in the picture look so happy drinking their juice.","Ах, эти люди на картинке выглядят такими счастливыми, попивая свой сок.",โอ้ คนพวกนี้ดูมีความสุขจังเวลาได้ดื่มน้ำผลไม้,
1843,"Look, even more missing children posters... So many!","Смотри, ещё больше плакатов с пропавшими детьми... Так много!",ดูสิ มีโปสเตอร์ประกาศเด็กหายตัวไปเยอะกว่าเดิมอีก... เยอะมากๆ!,
1844,I wonder why they're missing...,"Интересно, почему они пропадают...",สงสัยจังว่าทำไมถึงหายตัวไป...,
1845,"Oh, don't you worry about them, I'm sure they will all turn up one day.","О, не беспокойся о них. Я уверен, однажды они все вернутся.",โอ้ ไม่ต้องห่วงพวกเขาหรอก ฉันแน่ใจว่าเดี๋ยวพวกเขาก็กลับมาเอง,
3018,Look! It's the boy from the wallet!,Смотри! Это мальчик из кошелька!,ดูสิ! นั่นเด็กที่มีรูปในกระเป๋าสตางค์!,
3019,You think so?,Думаешь?,คิดแบบนั้นหรอ?,
3020,Of course!,Конечно!,แน่นอน!,
3021,"I don't know, Mr. Voice...","Не знаю, Мистер Голос...",ไม่รู้สิ คุณวอยซ์...,
4246,This is starting to smell mysterious...,Здесь творится что-то загадочное...,เรื่องนี้มันเริ่มที่จะแปลกๆ แล้วนะ...,
4247,Hey... You look familiar.,Эй... Ты выглядишь знакомо.,เฮ้... เธอดูคุ้นๆ นะ,
4400,What?,Что?,ห๊ะ?,
1846,"Mommy brings me here all the time, it's really boring.","Мама постоянно приводит меня сюда, здесь очень скучно.",คุณแม่พาหนูมาที่นี่ตลอดเลย น่าเบื่อมาก,
1847,"Sometimes she sends me to buy cigarettes, while she hugs strangers by the dumpster.","Иногда она отправляет меня за сигаретами, а сама обнимается с незнакомцами у мусорных контейнеров.",บางทีแม่ก็ใช้ให้หนูมาซื้อบุหรี่ แล้วก็กอดนัวเนียกับคนแปลกหน้าแถวตรอกที่ทิ้งขยะ,
3022,Is that so?,Это правда?,อย่างงั้นเองหรอ?,
3023,Mmmhmm.,Угу.,อือฮึ,
2606,What to do about the wallet?,Как поступить с кошельком?,ทำอย่างไรกับกระเป๋าสตางค์ใบนี้ดี?,
1854,Steal it,Украсть,ขโมย,
1855,Return it,Вернуть,ส่งคืน,
3024,Newspaper,,หนังสือพิมพ์,
1848,Missing child,,เด็กหาย,
1849,Sign,,ป้าย,
4834,Centrum,Centrum,เซ็นทรัม,
1850,Centrum (1),,เซ็นทรัม (1),
4769,MORGO,MORGO,มอร์โก,
2572,Happy face store,,ร้านหน้ายิ้ม,
2894,Happy-Face store window,,หน้าต่างร้านหน้ายิ้ม,
1851,Liquor store entrance,,ทางเข้าร้านขายเหล้า,
4782,Pick Up WalletTicket,Pick Up WalletTicket,เก็บตั๋วกระเป๋าเงิน,
4835,ZooPoster,ZooPoster,โปสเตอร์สวนสัตว์,
2895,Window ad,,โฆษณาข้างทาง,
1856,"Ah look, we have to wait two minutes!","Ох, смотри, нам нужно подождать две минуты!",เห้อ ดูสิ เราต้องรออีกสองนาที!,
1857,I can't wait to meet Benjamin's cousin at the zoo.,Мне не терпится встретиться с кузеном Бенджамина в зоопарке.,อดใจรอที่จะได้เจอญาติของเบนจามินที่สวนสัตว์ไม่ไหวแล้ว,
1858,I'm gonna tell how badly Benjamin behaved!,"Я расскажу ему, как плохо Бенджамин себя вёл!",หนูจะฟ้องว่าเบนจามินทำนิสัยแย่ขนาดไหน!,
1859,That sounds great!,Звучит отлично!,ฟังดูเยี่ยมไปเลย!,
1860,*nervous laugh*,*нервный смешок*,*หัวเราะกลบเกลื่อน*,
4003,Yikes forever.,Ничего себе.,ยี้ตลอดกาล,
4004,And that Benjamin should be ashamed.,И что Бенджамину должно быть стыдно.,เอาให้เบนจามินต้องอับอายกันไปข้าง,
1861,It says that all children under fifteen years old can ride the bus for free!,"Здесь написано, что дети младше пятнадцати лет могут ездить на автобусе бесплатно!",มันเขียนว่าเด็กอายุไม่ถึงสิบห้าปีโดยสารรถเมล์ได้ฟรี!,
1862,Great.,Здорово.,เยี่ยม,
1863,"Mmm, now that I think about it...","Хмм, сейчас, когда я подумала об этом...",อืมม พอมาลองคิดดูแล้ว...,
1864,Maybe you'll need a bus ticket! You sound old.,"Пожалуй, тебе нужен билет! Ты кажешься старым.",บางทีคุณอาจจะต้องใช้ตั๋วโดยสารนะ! เสียงคุณดูแก่จัง,
1865,"I'm definitely older, but nobody can see me.","Я определённо старше, но меня никто не видит.",ฉันแก่กว่านั้นอยู่แล้วล่ะ แต่ไม่มีใครเห็นฉันซักหน่อย,
1866,"Ah, ok.","А-а, ладно.",เอ่อ โอเค,
3025,"Yes, more or less...","Да, где-то около того...",อือ ก็ประมาณนั้น...,
3026,Ah.,А-а.,อ่อ,
4005,"I'm eight, so I'm good. ","Мне восемь, так что все хорошо. ",หนูเพิ่งแปดขวบเอง เยี่ยมเลย,
4006,Are you like twenty?,Тебе около двадцати?,ยี่สิบขวบแล้วหรอ?,
1868,Should I sit down and wait?,Мне сесть и подождать?,หนูนั่งรอตรงนี้ดีมั้ย?,
1867,Do as you please.,"Делай, как хочешь.",ได้เลยตามสบาย,
1869,"Ok, thank you.","Хорошо, спасибо.",โอเค ขอบคุณนะ,
1884,"Check this out, that street is called ”Dickensroad”.","Смотри, улица называется ”Диккенс-роуд”.",ดูนี่สิ มีถนนที่ชื่อว่า “คูวัยวิถี” ด้วยแหละ,
1883,Misfortune!,Неудача!,ยัยตัวซวย!,
1885,Get it? ”Dickensroad”.,Понял? ”Диккенс-роуд”.,ชื่อคุ้นๆ มั้ย? “คูวัยวิถี”,
1886,Ah.,А-а.,แหงะ,
4401,Dick...,Дик...,ควย...,
1887,Here we are!,Мы на месте!,ถึงแล้ว!,
1888,"No, I haven't. I'm not sure what to do.","Нет, никогда. Я не знаю, что делать.",ไม่ค่ะ ไม่เคยเลย ไม่แน่ใจว่าต้องทำไงบ้าง,
1889,Let's find out.,Давай узнаем.,มาลองดูกัน,
4007,Have you ever taken the bus all by yourself before?,Ты когда-нибудь ездила на автобусе самостоятельно?,เธอเคยขึ้นรถเมล์เองคนเดียวมาก่อนไหม?,
4008,Do I need a ticket?,Мне нужен билет?,เราต้องมีตั๋วไหม?,
4009,There's an information board.,Здесь есть справочное табло.,มีป้ายชี้แจ้งอยู่ตรงนั้น,
3027,"I'll sit... I'm a bit tired from all the walking, you know?","Я присяду... Я немного устала от всей этой ходьбы, понимаешь?",หนูนั่งนี่ดีกว่า... เดินมาตลอดทางจนเหนื่อยแล้วแหละ,
3028,I can imagine! You have very small feet.,Могу представить! У тебя очень маленькие ноги.,นึกภาพออกเลย! ก็เท้าเธอเล็กนิดเดียวเอง,
3029,Yes! I'm a little lady. That's what I am.,Именно! Я маленькая леди. Вот кто я.,ค่ะ! หนูเป็นสาวน้อยแล้วนะ หนูโตแล้วแหละ,
3030,Check those old ladies out...,Посмотри на этих старушек...,ดูป้าๆ ตรงนั้นสิ...,
3031,"Honestly, I've seen worse.","Честно, я видал и похуже.",เอาจริงๆ ฉันเคยเจอยิ่งกว่านี้อีก,
3032,Yes!,Да!,จริงสิ!,
3033,Really?,Правда?,จริงหรอ?,
3034,You know? My Mommy also uses that same mask.,Знаешь? Моя мама носит такую же маску.,รู้มั้ย? แม่หนูก็เคยใส่หน้ากากแบบนี้เหมือนกัน,
3035,She likes to hide her smile and tears behind it.,Ей нравится прятать за ней улыбку и слезы.,เธอชอบซ่อนรอยยิ้มทั้งน้ำตาเอาไว้,
3036,Would you like to have a mask like that?,Тебе бы хотелось такую маску?,แล้วหนูอยากมีหน้ากากแบบนั้นบ้างมั้ย?,
3037,"Nah, maybe. I don't know.","Не-а, может быть. Я не знаю.",ไม่อะ แต่ก็ไม่แน่เหมือนกัน,
3038,The bus is here!,Автобус приехал!,รถเมล์มาแล้ว!,
4010,"They are a little scary, don't you think?","Они жутковатые, тебе не кажется?",พวกเขาแอบดูน่ากลัวอยู่นะ คิดงั้นมั้ย?,
3583,Excuse me.,Прошу прощения.,ประทานโทษนะ,
3584,Hey! Hello?,Эй! Привет?,เฮ้! หวัดดี?,
3736,Why did you take me to the sky with your friends?,Зачем ты со своими друзьями потащила меня на небо?,ทำไมถึงพาหนูขึ้นฟ้าไปกับเพื่อนๆ เธอล่ะ?,
3737,"So you know, because of you, I came late to the party.","Что бы ты знала, из-за тебя я опоздала на вечеринку.",รู้มั้ย เพราะพวกเธอเลย หนูถึงไปงานปาร์ตี้ไม่ทัน,
3739,"Oy, ok.","Оу, ладно.",อ๋อ โอเค,
3740,How dare you! Where is the puppy?,Как ты посмела! Где пёсик?,กล้าดียังไง! น้องหมาไปไหนแล้ว?,
3741,"One should pet puppies, not take them and...","Собачек нужно гладить, а не забирать и...",ควรจะเล่นลูบน้องหมาสิ ไม่ใช่พวกเขาไปแล้ว...,
3742,I don't know. Do you?,Я не знаю. А ты?,หนูก็ไม่รู้สิ แล้วเธอล่ะ?,
3744,Really? Alright.,Правда? Хорошо.,จริงหรอ?! โอเค,
4011,Did you take the puppy?,Это ты забрала пёсика?,เธอพาตัวลูกหมาไปรึเปล่า?,
4012,Who knows what!,Не пойми чего!,ใครจะไปรู้ว่าทำอะไร!,
1620,MORGO,,มอร์โก,
3585,Black bird,,นกดำ,
1890,Bench,,ม้านั่ง,
1891,Information,,ป้ายข้อมูล,
2896,Sit down,,นั่งลง,
1892,Bus schedule,,ตารางเดินรถ,
1893,Information,,ข้อมูล,
2284,"Hmm, this bus trip might take a while...","Хм, поездка на автобусе займёт некоторое время...",หืมม กว่ารถเมล์จะถึงคงอีกสักพัก...,
2285,It's ok. Hiro is keeping me company.,Ничего. Хиро составит мне компанию.,ไม่เป็นไร หนูมีฮิโระมาเป็นเพื่อน,
2286,Who is Hiro?,Кто такой Хиро?,ฮิโระ ใครกันน่ะ?,
2287,He's my friend. From Japan.,Это мой друг. Из Японии.,เพื่อนหนูเองค่ะ มาจากญี่ปุ่น,
2288,"You are really funny, Misfortune!","Ты очень забавная, Неудача!",เธอนี่ตลกจังเลยนะ ยัยตัวซวย!,
2289,Kiri wa dokodesu ka...,Кири ва докодесу ка...,คิริวะ โด๊ะโกะเดสึกะ... (หมอกอยู่ไหน...),
2290,"Hey, Misfortune, look!","Эй, Неудача, смотри!",เฮ้ยัยตัวซวย ดูนั่น!,
2292,There's a bunch of cows on the field!,На поле целое стадо коров!,มีฝูงวัวอยู่ที่ทุ่งหญ้านั่น!,
2293,Did you see that baby cow?,Ты видел того детёныша коровы?,หนูเห็นลูกวัวตัวนั้นมั้ย?,
2294,Next: The Zoo.,Следующая остановка: Зоопарк.,สถานีต่อไป: สวนสัตว์,
2295,I think we're getting close to the zoo now!,"Кажется, мы подъезжаем к зоопарку!",เราน่าจะใกล้ถึงสวนสัตว์กันแล้ว!,
2296,Ok. Great!,Отлично!,โอเค เยี่ยมเลย!,
4013,Are you ok with that?,Как ты к этому относишься?,หนูไม่เป็นไรใช่มั้ย?,
4016,Unlucky things seem to happen all the time.,Несчастья происходят постоянно.,มีแต่เรื่องซวยๆ เกิดขึ้นตลอดเลย,
4248,"He's a ghost, you know.","Кстати, он призрак.",เขาเป็นผีแหละรู้มั้ย,
4249,"He's always saying ""Kiri wa dokodesu ka?""","Он постоянно говорит ""Кири ва докодесу ка?""",เขาชอบพูดแต่คำว่า “คิริวะ โด๊ะโกะเดสึก๊ะ?” (หมอกอยู่ไหน?),
4250,There is no such a thing as ghosts.,Призраков не существует.,ผีอะไรพวกนั้นไม่มีจริงหรอก,
4251,"Oh, I love cows!","О, я люблю коров!",โอ๊ะ หนูชอบวัวจัง!,
2559,MORGO,,มอร์โก,
2297,Awww! That's so cute.,Оооо! Как мило.,อุ๊ยยย! น่ารักจัง,
2298,"Eww, that's a lot of poo-crap!","Фуу, так много какашек!",แหยะ ขี้แตกเยอะแยะเลย!,
4017,"Run for your life, little baby cow!","Беги со всех ног, маленький детёныш коровы!",หนีเร็ว เจ้าวัวน้อย!,
